Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3ZEno9fORwMA1HPecdLi0R,"6fOMl44jA4Sp5b9PpYCkzz","HAPPY","HOPE","NF",2023-04-07,242691,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-08-20T18:23:19Z,"hip hop,pop rap",0.732,0.855,7,-4.064,1,0.0415,0.306,0,0.12,0.221,106.004,4
76MdMwQ4yiw1wIbA16sOrA,"5Y5TRrQiqgUO4S36tzjIRZ,5Pwc4xIPtQLFEnJriah9YJ","Apologize","Shock Value Deluxe Version (International Version)","Timbaland,OneRepublic",2007-01-01,184400,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-04T22:48:41Z,"dance pop,pop,pop rap,piano rock",0.656,0.609,8,-6.025,1,0.0285,0.0357,0,0.0973,0.0872,118.036,4
7lGKEWMXVWWTt3X71Bv44I,"3NPpFNZtSTHheNBaWC82rB","Unsteady","VHS","X Ambassadors",2015-06-30,193546,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-08T01:04:48Z,"modern alternative rock,modern rock,stomp pop",0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4
2kJwzbxV2ppxnQoYw4GLBZ,"66W9LaWS0DPdL7Sz8iYGYe,0ZED1XzwlLHW4ZaG4lOT6m","If the World Was Ending (feat. Julia Michaels)","If the World Was Ending (feat. Julia Michaels)","JP Saxe,Julia Michaels",2019-10-17,208687,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-04T22:48:41Z,"alt z,canadian contemporary r&b,singer-songwriter pop,pop",0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4
0nJW01T7XtvILxQgC5J7Wh,"0du5cEVh5yTK9QJze8zA0C","When I Was Your Man","Unorthodox Jukebox","Bruno Mars",2012-12-07,213826,90,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-13T14:56:30Z,"dance pop,pop",0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4
1ZMiCix7XSAbfAJlEZWMCp,"6KImCVD70vtIoJWnq6nGn3","Falling","Fine Line","Harry Styles",2019-12-13,240133,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-14T19:05:40Z,"pop",0.567,0.267,4,-6.502,1,0.0299,0.839,0.00000146,0.089,0.0592,110.011,4
3DQisSEr1TLp9H0BEeKiQS,"1Xylc3o4UrD53lo9CvFvVg","Uncover","Uncover","Zara Larsson",2012,213543,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-28T11:29:01Z,"pop,scandipop,swedish electropop,swedish pop",0.556,0.529,2,-4.464,1,0.025,0.4,0,0.268,0.308,89.887,4
4qefHyLKbyW3yeqk5Jrjey,"7H55rcKCfwqkyDFH9wpKM6","A Thousand Years","Ballads","Christina Perri",2020-05-15,285120,7,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-10T00:03:54Z,"pop",0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,3
5CZ40GBx1sQ9agT82CLQCT,"1McMsnEElThX1knmY4oliG","traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T15:02:59Z,"pop",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
3zHq9ouUJQFQRf3cm1rRLu,"0X2BH1fck6amBIoJhDVmmJ","Love Me Like You Do - From Fifty Shades Of Grey","Delirium (Deluxe)","Ellie Goulding",2015-11-06,252534,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T14:58:20Z,"indietronica,metropopolis,pop,uk pop",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,4
4WfJUBz4pAxInUQVpWj6M6,"0m7Dqf1y6oNFWE1MItYfVA","How Does It Feel","How Does It Feel","CHARLIE",2023-10-20,177919,35,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T09:46:27Z,"",0.411,0.382,0,-7.777,1,0.0417,0.833,0,0.433,0.179,172.452,3
2vwlzO0Qp8kfEtzTsCXfyE,"5YGY8feqx7naU7z4HrwZM6","Wrecking Ball","Bangerz (Deluxe Version)","Miley Cyrus",2013-10-04,221360,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-03-03T09:12:57Z,"pop",0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,4
4P9Q0GojKVXpRTJCaL3kyy,"06HL4z0CvFAxyc27GXpf02","All Of The Girls You Loved Before","All Of The Girls You Loved Before","Taylor Swift",2019-08-23,221407,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-03-30T17:51:05Z,"pop",0.718,0.467,2,-9.66,1,0.0398,0.707,0.0000692,0.126,0.396,95.96,3
6FZDfxM3a3UCqtzo5pxSLZ,"26VFTg2z8YR0cCuwLzESi2","Without Me","Manic","Halsey",2020-01-17,201660,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-14T19:05:40Z,"electropop,etherpop,indie poptimism,pop",0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,4
7b2slU284tc0jp85OjKFOn,"4GOxZH5EE1JMHO0z8QiW4t,2CCcoAwiAwpIs1hcsqkk3b","bryanna's interlude","bryanna's interlude","Dibyo,Alan Watts",2021-12-31,95076,29,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T23:22:29Z,"lo-fi chill,sad lo-fi,free folk,motivation",0.566,0.349,5,-11.458,0,0.484,0.726,0.00274,0.233,0.346,84.008,4
285pBltuF7vW8TeWk8hdRR,"4MCBfE4596Uoi2O4DtmEMz","Lucid Dreams","Goodbye & Good Riddance","Juice WRLD",2018-12-10,239835,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-10T00:04:06Z,"chicago rap,melodic rap,rap",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
5jx8tCxiO0uIbo2uNia23K,"6jJ0s89eD6GaHleKKya26X","The One That Got Away - Acoustic","Teenage Dream: The Complete Confection","Katy Perry",2012-03-12,259040,68,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-10T00:04:10Z,"pop",0.714,0.434,4,-11.542,1,0.0396,0.697,0,0.0919,0.352,123.942,4
77vnkQQWAEkJqfTDVbKgUE,"540vIaP2JwjQb9dm3aArA4,1uNFoZAHBGtllmzznpCI3s","Let Me Love You - Andrew Watt Acoustic Remix","Hits Acoustiques","DJ Snake,Justin Bieber",2020-09-25,206666,42,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T17:34:20Z,"dance pop,edm,electronic trap,pop,pop dance,canadian pop",0.689,0.379,0,-6.256,0,0.0305,0.773,0,0.104,0.47,100.029,4
3oQomOPRNQ5NVFUmLJHbAV,"4ogvuDRerGhZfSf7TtzHlr","Over the Rainbow","Alone In Iz World","Israel Kamakawiwo'ole",2001-09-25,211933,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-28T11:28:49Z,"hawaiian",0.671,0.153,0,-13.569,1,0.0404,0.912,0.0000553,0.0771,0.658,85.6,4
4HlFJV71xXKIGcU3kRyttv,"3FUY2gzHeIiaesXtOAdB7A","Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)","Train",2010-12-01,216773,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:37:22Z,"dance pop,neo mellow,pop,pop rock",0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4
57A6HbITtifBco2NbF7Qq8,"2KjAo6wVc9d2WcxdxSArpV","Berlin","Dawn","RY X",2016-05-06,174172,65,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-25T16:56:06Z,"indie anthem-folk,indie folk",0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313,4
2PwXOevGUSkU8qaYZjgLq2,"4BxCuXFJrSWGi1KHcVqaU4","All I Want","In A Perfect World","Kodaline",2013-10-08,305746,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-26T22:32:52Z,"irish pop,modern rock",0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,3
4tVcX8MGswvfbfESHIChzH,"0MaDtBu4Hw0qLH95poDSCk","Trying","Trying","mercury",2023-10-27,226188,47,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T20:56:44Z,"",0.354,0.515,5,-4.994,1,0.0319,0.481,0.563,0.093,0.11,137.901,3
3bux16QjDEViBpC0MGhdkM,"2ykxC1VJhlsCrfLfuFEcL1,2MqK5ZEKPzIkdOItH1O2RK","Lately","Lately","Jackie Xan,Artur Fedotchenko",2022-02-23,149624,28,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-05T15:54:41Z,"sad lo-fi",0.66,0.546,10,-8.567,1,0.0512,0.74,0.0142,0.151,0.233,80.018,4
7m9OqQk4RVRkw9JJdeAw96,"15UsOTVnJzReFVN1VCnxy4","Jocelyn Flores","17","XXXTENTACION",2017-08-25,119133,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-21T05:45:25Z,"emo rap,miami hip hop",0.872,0.391,0,-9.144,0,0.242,0.469,0.00000413,0.297,0.437,134.021,4
1DWZUa5Mzf2BwzpHtgbHPY,"4LLpKhyESsyAXpc4laK94U","Good News","Circles","Mac Miller",2020-01-17,342040,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T11:56:06Z,"hip hop,pittsburgh rap,pop rap,rap",0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,4
0GNI8K3VATWBABQFAzBAYe,"5pKCCKE2ajJHZ9KAiaK11H,1buzCmyYZE4kcdLRudsb8V","Stay","Unapologetic (Deluxe)","Rihanna,Mikky Ekko",2012-12-11,240706,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-02T08:08:26Z,"barbadian pop,pop,urban contemporary,nashville indie",0.621,0.31,9,-10.164,0,0.0283,0.945,0.0000612,0.117,0.125,111.893,4
0y1QJc3SJVPKJ1OvFmFqe6,"7jdFEYD2LTYjfwxOdlVjmc","Way down We Go","A/B","KALEO",2016-06-10,213706,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-11T17:59:13Z,"icelandic indie,icelandic rock,modern alternative rock",0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4
0BCPKOYdS2jbQ8iyB56Zns,"4gzpq5DPGxSnKTe4SA8HAU","Clocks","A Rush of Blood to the Head","Coldplay",2002-08-08,307879,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-05T19:14:54Z,"permanent wave,pop",0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
1EzrEOXmMH3G43AXT1y7pA,"4phGZZrJZRo4ElhRtViYdl","I'm Yours","We Sing. We Dance. We Steal Things.","Jason Mraz",2008-05-12,242946,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:11:19Z,"acoustic pop,dance pop,neo mellow,pop",0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4
4Ypy8yZMcolsBHV9Je2knq,"33W1pnW9zScZtYTnAoWnOT","Waves","Against The Stream","Mr. Probz",2017-05-19,174266,44,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-02T16:07:02Z,"pop dance",0.365,0.277,5,-12.262,0,0.0353,0.541,0.0000287,0.38,0.2,173.264,4
2rk5xaCYdUkLTPzNu6hHGu,"5fOzKeaM5PmZ2BcKKAtFeq,3GY9nwamgDdUpgWlCAKP9s","Lights (Slowed + Reverb)","Slowed Tunes Vol.1","8D Tunes,Slowed Tunes",2022-02-18,169179,42,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-07T23:34:47Z,"8d,slowed and reverb",0.64,0.178,10,-17.862,0,0.0362,0.869,0,0.109,0.381,106.976,4
0uf2MtrLg2WUWYrs1rltpY,"48sLioddyaXkuhyHXSkpsB","Stole the Show","Stole the Show","Parson James",2015-08-21,231522,52,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-09T09:04:13Z,"pop soul",0.52,0.316,8,-8.856,0,0.0303,0.873,0.0000139,0.104,0.267,84.839,4
30bqVoKjX479ab90a8Pafp,"2kCcBybjl3SAtIcwdWpUe3","Star Shopping","Star Shopping","Lil Peep",2015,142000,7,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-10T13:23:45Z,"cloud rap,emo rap,lgbtq+ hip hop",0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,4
2DfjSzSFIiac2uaRmShwZk,"0CpniWyfHUbg8BJ68UPVNJ","I Can't Let You Go","I Can't Let You Go","LIL GAZ",2023-10-20,163652,52,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T17:22:59Z,"slowed and reverb",0.298,0.828,0,-4.854,0,0.303,0.0198,0,0.143,0.604,81.297,4
4ZLzoOkj0MPWrTLvooIuaa,"4qIVPF0s71ZYW3qzhu5GkF,5fSVkkuijRIpxuvSqysYiP","Get You The Moon (feat. Snøw)","Get You The Moon (feat. Snøw)","Kina,Snøw",2018-10-08,179080,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-20T15:30:52Z,"sad lo-fi,slowed and reverb,sad rap",0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,4
63qapUS8yLKz0tb0eOgOTF,"5nAiCPenjjdpUJAmElxmuu","Million Eyes","Selfocracy","Loïc Nottet",2017-03-31,253200,58,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2021-10-11T22:26:03Z,"",0.599,0.471,11,-6.806,1,0.0281,0.0952,0,0.0996,0.141,109.941,4
43zdsphuZLzwA9k4DJhU0I,"6qqNVTkY8uBg9cP3Jd7DAH","when the party's over","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,196077,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-02T16:06:56Z,"art pop,pop",0.367,0.111,4,-14.084,1,0.0972,0.978,0.0000397,0.0897,0.198,82.642,4
2KnLkZ3z7PO3kgVGHGqDpD,"7n2wHs1TKAczGzO7Dd2rGr","It'll Be Okay","It'll Be Okay","Shawn Mendes",2021-12-01,222800,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-11T20:41:32Z,"canadian pop,pop,viral pop",0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,4
7F1CiKqrY44kh5cDqwHOnx,"20DZAfCuP1TKZl5KcY7z3Q,6d0ZjIp5L7Ygy2l02HskRX","Love Is Gone - Acoustic","Love Is Gone (Acoustic)","SLANDER,Dylan Matthew",2019-11-13,176971,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:09:57Z,"dubstep,singer-songwriter pop",0.541,0.153,6,-10.654,1,0.0303,0.882,0.00000166,0.16,0.359,139.644,4
135Lf4Q0CzlMNfOxbEUsLH,"22wbnEMDvgVIAGdFeek6ET","GHOST TOWN","GHOST TOWN","Benson Boone",2021-10-15,193733,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-14T19:06:03Z,"singer-songwriter pop",0.391,0.335,0,-10.064,1,0.0763,0.389,0,0.102,0.116,174.185,3
219slQu3ALbTSAe9P22hvE,"6QrQ7OrISRYIfS5mtacaw2","Happiest Year","Feel Something (Deluxe)","Jaymes Young",2022-01-28,228442,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:25:41Z,"indie poptimism",0.502,0.168,1,-14.061,1,0.0486,0.885,0,0.111,0.355,112.881,3
1TUSvLrsyemgSKdXTA9dEb,"3equgMKjlsNdNJUhPF9Pv9","Y","Breaking all th rules","ThBenj",2021-05-14,212389,40,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-19T18:40:25Z,"",0.828,0.56,0,-8.624,1,0.077,0.116,0,0.0778,0.217,113.039,4
4aebBr4JAihzJQR0CiIZJv,"4dpARuHxo51G3z768sgnrY","Hello","25","Adele",2015-11-20,295502,11,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-29T15:45:20Z,"british soul,pop,pop soul,uk pop",0.47,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,4
6lOWoTqVnAWXchddtTH31W,"7z2avKuuiMAT4XZJFv8Rvh","Leave a Light On","Leave a Light On","Tom Walker",2017-10-13,185863,74,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-02T16:06:46Z,"indie anthem-folk,uk pop",0.586,0.624,5,-5.946,1,0.113,0.0153,0.00000178,0.133,0.267,68.976,4
1OU4E4HiVjdak0mL4blVWT,"5NhgsV7qPWHZqYEMKzbYvo,5y2Xq6xcjJb2jVM54GHK3t","Minefields","Minefields","Faouzia,John Legend",2020-11-05,190605,69,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-14T19:05:55Z,"alt z,canadian pop,neo soul,pop,pop soul,urban contemporary",0.476,0.686,1,-5.019,0,0.11,0.183,0,0.0997,0.243,152.617,4
5rgy6ghBq1eRApCkeUdJXf,"5nCi3BB41mBaMH9gfr6Su0,6ueGR6SWhUJfvEhqkvMsVs","We Are Young (feat. Janelle Monáe)","Some Nights","fun.,Janelle Monáe",2012-02-14,250626,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-21T08:40:09Z,"baroque pop,metropopolis,afrofuturism,alternative r&b,atl hip hop,neo soul,r&b",0.378,0.638,10,-5.576,1,0.075,0.02,0.0000766,0.0849,0.735,184.086,4
4Y2bR875LdPq9JILrY2FSw,"0eI3X5rAzHRZVe5FPk4MN1","Zombie (Acoustic)","Zombie EP","Bad Wolves",2018-05-04,259253,30,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-08-11T08:21:14Z,"alternative metal,metal,post-grunge",0.499,0.494,2,-6.069,0,0.0264,0.0646,0,0.182,0.129,77.011,4
6y2Kaz9QI01XBKJ8mTb7Pf,"4f9iBmdUOhQWeP7dcAn1pf","Skin","Human (Deluxe)","Rag'n'Bone Man",2017-02-10,239626,71,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-14T19:05:47Z,"neo soul",0.564,0.745,0,-7.733,1,0.31,0.265,0,0.147,0.351,170.661,4
39pMuJ3ShxDqb7bBIAXSYG,"4XmN4QdtGS3wBL5Erq7RWu","Exil","Exil","Hiboky",2018-12-07,134682,55,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:48:14Z,"anime phonk",0.441,0.561,11,-6.017,0,0.0357,0.00953,0.00432,0.553,0.178,128.345,4
3xbUCRFut7tzBoD2F8L56y,"1AUZYkS7eLmZUnBjQyJmwf,1wxPItEzr7U7rGSMPqZ25r","Tell Me Why I'm Waiting","Passion & Confusion","Timmies,Shiloh Dynasty",2017-09-21,123891,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-08T11:43:58Z,"lo-fi chill,sad lo-fi",0.671,0.275,6,-11.185,0,0.056,0.796,0.000339,0.0657,0.159,124.007,4
4jvjzW7Hm0yK4LvvE0Paz9,"2kCcBybjl3SAtIcwdWpUe3,15UsOTVnJzReFVN1VCnxy4","Falling Down - Bonus Track","Come Over When You're Sober, Pt. 2","Lil Peep,XXXTENTACION",2018-11-09,196400,82,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-02T16:08:31Z,"cloud rap,emo rap,lgbtq+ hip hop,miami hip hop",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
7eIrlSY7VMBR9KSBsDQfNL,"040pAxwmzfGBFre2u9Pjdz","Breakdown","Breakdown","J.MYSTERY",2023-09-29,195581,35,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-27T13:31:35Z,"",0.468,0.278,4,-11.429,0,0.0649,0.772,0.0155,0.0811,0.0672,143.507,4
1MqzIgGsHP4cNjPboevsfq,"0FEJqmeLRzsXj8hgcZaAyB","Tourner Dans Le Vide","Mini World","Indila",2014-01-01,246093,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-07-11T15:06:41Z,"french pop",0.594,0.698,6,-8.645,0,0.0428,0.103,0,0.173,0.376,119.991,4
15JINEqzVMv3SvJTAXAKED,"7dGJo4pcD2V6oG8kP0tJRR,5pKCCKE2ajJHZ9KAiaK11H","Love The Way You Lie","Recovery","Eminem,Rihanna",2010-06-18,263373,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-12T16:48:51Z,"detroit hip hop,hip hop,rap,barbadian pop,pop,urban contemporary",0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,4
7eJMfftS33KTjuF7lTsMCx,"6bmlMHgSheBauioMgKv2tn,35l9BRT7MXmM8bv2WDQiyB","death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:37:33Z,"sad lo-fi,sad rap,bedroom pop,bubblegrunge,indie pop,pov: indie",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
0SKR0LB4uLCs04JNCCW18X,"0f85Nnu0bkg9FpDo7VFNz7","Otherside Of The Globe","Otherside Of The Globe","Angii Burkart",2023-09-29,165982,36,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T20:12:53Z,"",0.445,0.327,2,-11.203,1,0.0396,0.711,0.0131,0.111,0.0398,85.635,4
6iPq4dPLbnp7shwl2rLIlb,"2clO3eRl2LQtliB6Cv508X","Need Time","Need Time","Rich",2021-05-10,197938,44,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T14:09:02Z,"",0.684,0.44,8,-8.552,1,0.0296,0.168,0.0000145,0.124,0.417,97,4
0QfmQhr5npxuWQ4zzUDUhB,"2BHswvFd8tMBizVWGcAMLm,0Cav8jyZKAHMFbAusOmjku,7lPWuLostTtlIShgm4wpf0","Just A Dream","Just A Dream","Kurt Hugo Schneider,Christina Grimmie,Sam Tsui",2017-11-14,263597,4,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-06T09:52:33Z,"viral pop,post-teen pop",0.439,0.751,9,-7.632,1,0.0527,0.193,0.0000461,0.0577,0.221,164.103,4
5hUYsaOyMY32yjRXeuQwGj,"55Aa2cqylxrFIXC767Z865,0du5cEVh5yTK9QJze8zA0C","Mirror","Tha Carter IV (Complete Edition)","Lil Wayne,Bruno Mars",2011-08-29,228093,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:25:56Z,"hip hop,new orleans rap,pop rap,rap,trap,dance pop,pop",0.328,0.622,5,-7.291,0,0.0866,0.858,0,0.104,0.401,74.267,4
2U5WueTLIK5WJLD7mvDODv,"4MCBfE4596Uoi2O4DtmEMz","Wishing Well","Legends Never Die","Juice WRLD",2020-07-10,194621,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-04T12:05:50Z,"chicago rap,melodic rap,rap",0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,4
1u4809QUdAxRQGmH7yglUL,"5fWpxNRxG8v3zzVQBnXaU5,5j4yh8KxZ3yfg1cHsD24qD","Pictures","Pictures","Tundra,Tundra Beats",2023-10-19,95564,30,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T10:41:37Z,"lo-fi beats",0.699,0.464,5,-8.719,1,0.0588,0.271,0.00164,0.0852,0.418,103.948,4
1XGmzt0PVuFgQYYnV2It7A,"04gDigrS5kc9YWfZHwBETP,137W8MRPWKqSmrBGDBFSop","Payphone","Overexposed Track By Track","Maroon 5,Wiz Khalifa",2012-01-01,231173,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-30T19:30:19Z,"pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,4
04mzDASme47zUVcinfo7QW,"5P4PzDLNkoMI8JI9CT7Hmi,0VZMGCIbWlFzyuRG9rvp96","Really Really Bad","Wasting Time","Kota,James Ricker",2023-08-24,163745,37,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-09-22T09:32:21Z,"",0.683,0.659,5,-8.045,1,0.0252,0.081,0.00000306,0.125,0.406,129.991,4
1j4kHkkpqZRBwE0A4CN4Yv,"5ZsFI1h6hIdQRw2ti0hz81,5WUlDfRSoLAfcVSX1WnrxN","Dusk Till Dawn (feat. Sia) - Radio Edit","Dusk Till Dawn (feat. Sia) [Radio Edit]","ZAYN,Sia",2017-09-07,239000,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-13T18:16:44Z,"pop,uk pop,australian dance,australian pop",0.259,0.437,11,-6.589,0,0.0386,0.102,0.00000132,0.106,0.0951,180.042,4
5rlMVKnvE6ZSzNCs8ZyHqU,"5pUo3fmmHT8bhCyHE52hA6,5CCwRZC6euC8Odo6y9X8jr","For You (With Rita Ora)","LP1","Liam Payne,Rita Ora",2019-12-06,242827,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:26:04Z,"pop,dance pop,uk pop",0.535,0.8,2,-4.569,0,0.0342,0.0183,0,0.421,0.175,113.023,4
7gHs73wELdeycvS48JfIos,"7vk5e3vY1uw9plTHJAMwjN","Faded","Faded","Alan Walker",2015-12-04,212626,73,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-10T11:03:19Z,"electro house",0.589,0.651,6,-5.097,1,0.0306,0.0291,0.0000032,0.111,0.166,90.011,4
0FDzzruyVECATHXKHFs9eJ,"4gzpq5DPGxSnKTe4SA8HAU","A Sky Full of Stars","Ghost Stories","Coldplay",2014-05-19,267866,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-26T22:33:07Z,"permanent wave,pop",0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
4xF4ZBGPZKxECeDFrqSAG4,"0dgJbQ0bKPyUXco8hEXN7X,6SdlxyPsQ3B0yYncFmDULP","snowfall","snowfall","Øneheart,reidenshi",2022-01-14,124065,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T15:10:12Z,"hardwave,ambient lo-fi",0.466,0.0918,10,-26.813,1,0.0269,0.929,0.803,0.439,0.0841,95.014,4
58uCbQC39L6bnY2Rn2KDOO,"7JrhUzMpM6UlsxOqpjE1Rr","Home With A View","Home With A View","HOLNE",2023-07-14,238000,12,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T09:14:32Z,"",0.828,0.49,1,-11.772,1,0.036,0.489,0.00259,0.104,0.557,115.029,4
2RSHsoi04658QL5xgQVov3,"53XhwfbYqKCa1cC15pYq2q","Bad Liar","Origins (Deluxe)","Imagine Dragons",2018-11-09,260773,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-05T19:15:11Z,"modern rock,pop,rock",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4
